exp_name,seed,iteration,n_blocks,n_target_examples,n_source_examples,train_set_size,target_fraction,eval_set,entity_f1_micro,entity_f1_macro,entity_f1_weighted,entity_precision,entity_recall,token_f1,token_acc,eval_loss,delta_f1_vs_iter0,f1_Archive,f1_CelestialObject,f1_CelestialObjectRegion,f1_CelestialRegion,f1_Citation,f1_Collaboration,f1_ComputingFacility,f1_Database,f1_Dataset,f1_EntityOfFutureInterest,f1_Event,f1_Fellowship,f1_Formula,f1_Grant,f1_Identifier,f1_Instrument,f1_LOC,f1_Mission,f1_Model,f1_ORG,f1_ObservationalTechniques,f1_Observatory,f1_PER,f1_Proposal,f1_Software,f1_Survey,f1_Tag,f1_Telescope,f1_TextGarbage,f1_URL,f1_Wavelength,support_Archive,support_CelestialObject,support_CelestialObjectRegion,support_CelestialRegion,support_Citation,support_Collaboration,support_ComputingFacility,support_Database,support_Dataset,support_EntityOfFutureInterest,support_Event,support_Fellowship,support_Formula,support_Grant,support_Identifier,support_Instrument,support_LOC,support_Mission,support_Model,support_ORG,support_ObservationalTechniques,support_Observatory,support_PER,support_Proposal,support_Software,support_Survey,support_Tag,support_Telescope,support_TextGarbage,support_URL,support_Wavelength,best_epoch,train_time_sec,peak_gpu_mem_mb
iter_astro,123,1,5,5,12543,12548,0.0003984698756773988,ewt_dev,0.7818552497451581,0.7709282806326648,0.785080212336536,0.7700803212851406,0.7939958592132506,0.867719220429292,0.982703089586067,0.08603784988222216,-0.022708242318334015,,,,,,,,,,,,,,,,,0.7738562091503268,,,0.6574257425742576,,,0.8815028901734104,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,8,1127.3676776885986,11759
iter_astro,123,1,5,5,12543,12548,0.0003984698756773988,conll_test,0.7206185567010309,0.7146836736018546,0.712931005994822,0.735170382835507,0.7066316215123332,0.8244339924205009,0.9559814794874556,0.27085802451431473,0.02291637824683812,,,,,,,,,,,,,,,,,0.6986415303576379,,,0.5362622036262205,,,0.9091472868217054,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,8,1127.3676776885986,11759
iter_astro,123,1,5,5,12543,12548,0.0003984698756773988,astro_test,0.34008058095490845,0.05491232212627505,0.22271143585920836,0.4337097320082459,0.2796991884437566,0.09567399082779893,0.8479022501490497,1.1507178358733654,0.03860757293826961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17172398291750954,0.0,0.0,0.3457858769931663,0.0,0.0,0.5774429258319768,0.0,0.0,0.607329200171874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,8,1127.3676776885986,11759
iter_astro,123,2,10,10,12543,12553,0.0007966223213574444,ewt_dev,0.7871443624868283,0.7656111871716398,0.7860918867237326,0.8015021459227468,0.7732919254658385,0.8653060266496361,0.9829814306731878,0.11340593404666935,-0.017419129576663805,,,,,,,,,,,,,,,,,0.7922077922077921,,,0.6118721461187215,,,0.8927536231884057,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,15,1667.3627796173096,11766
iter_astro,123,2,10,10,12543,12553,0.0007966223213574444,conll_test,0.7241452537693778,0.7085247508126603,0.7066478634881922,0.7625223613595706,0.6894460169834209,0.8149421465918656,0.9546893507052869,0.4226375009198414,0.026443075315184972,,,,,,,,,,,,,,,,,0.7034820457018498,,,0.5033905065815716,,,0.9187017001545595,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,15,1667.3627796173096,11766
iter_astro,123,2,10,10,12543,12553,0.0007966223213574444,astro_test,0.41750318416337456,0.09841872340417579,0.3296255039283615,0.45776231390092076,0.3837530011707046,0.1834538119742483,0.8849402796106619,1.0237272683531047,0.11603017614673572,0.0,0.08701905789284431,0.0,0.0,0.5141211955031533,0.0,0.0029112081513828236,0.0,0.0,0.0,0.0,0.12824956672443674,0.0,0.20312649851347464,0.0,0.0,0.44645161290322577,0.0,0.0,0.5701641684511063,0.0,0.10034207525655643,0.8485650483830949,0.02484472049689441,0.11282051282051281,0.0,0.0,0.012364760432766617,0.0,0.0,0.0,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,15,1667.3627796173096,11766
iter_astro,123,3,15,15,12543,12558,0.0011944577161968467,ewt_dev,0.7887908666320705,0.7641319834234329,0.7845856186906734,0.7908428720083247,0.7867494824016563,0.8590570012308678,0.9825440375362837,0.11128930519251819,-0.01577262543142155,,,,,,,,,,,,,,,,,0.8040201005025126,,,0.616867469879518,,,0.8715083798882681,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,17,1886.3807935714722,11764
iter_astro,123,3,15,15,12543,12558,0.0011944577161968467,conll_test,0.7176093916755604,0.6976757089459893,0.695771203870441,0.7599457504520796,0.6797412050141528,0.8058798945551715,0.9528588349305481,0.4241034995518728,0.01990721322136757,,,,,,,,,,,,,,,,,0.701291711517761,,,0.47940074906367036,,,0.9123346662565364,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,17,1886.3807935714722,11764
iter_astro,123,3,15,15,12543,12558,0.0011944577161968467,astro_test,0.44034310774787166,0.17304763687164706,0.39526826086711114,0.4804268793244987,0.4064329225945989,0.2725724990555031,0.8919087748444189,0.8864273004233837,0.13887009973123282,0.004866180048661801,0.27513844360244827,0.0,0.0,0.5224600542659029,0.0,0.0,0.0,0.0,0.0,0.0,0.19153484395040618,0.006524102935846321,0.24170196001181918,0.0,0.014583333333333334,0.5572904155656978,0.0,0.0,0.6579212916246215,0.0,0.3367065317387305,0.8768498043885015,0.35766423357664234,0.20546932742054694,0.06869633099141295,0.0,0.20989324913546833,0.0,0.8107202680067002,0.026456372424319516,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,17,1886.3807935714722,11764
iter_astro,123,4,20,20,12543,12563,0.0015919764387487066,ewt_dev,0.7677083333333333,0.7496586435460552,0.7704133517216757,0.7725366876310272,0.7629399585921325,0.8617356866580702,0.9820271183744881,0.1223666462442091,-0.036855158730158766,,,,,,,,,,,,,,,,,0.7860962566844919,,,0.598326359832636,,,0.8645533141210375,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,24,2490.1725261211395,11767
